Organization Code,Orgnazation Name,American Indian or Alaskan Native,Asian,Black or African American,Hispanic or Latino,White,Native Hawaiian or Other Pacific Islander,Two or More Races,Percent Minority,Year,% FREE AND REDUCED,K-12 COUNT,All Students Graduation Rate,All Students Completion Rate,Female Graduation Rate,Male Graduation Rate,Female Completion Rate,Male Completion Rate,Pupil/Teacher Ratio,T_Ind_F,T_Ind_M,T_Ind_T,T_As_F,T_As_M,T_As_T,T_Bl_F,T_Bl_M,T_Bl_T,T_Hi_F,T_Hi_M,T_Hi_T,T_Pac_F,T_Pac_M,T_Pac_T,T_Two_F,T_Two_M,T_Two_T,T_Whi_F,T_Whi_M,T_Whi_T,T_Total_Count,Total FTE,Average Salary,ap_American Indian or Alaska Native Count,ap_Asian Count,ap_Black or African American Count,ap_Hispanic or Latino Count,ap_White Count,ap_Native Hawaiian or Other Pacific Islander Count,ap_Two Or More Races Count,ap_Male Count,ap_Female Count,ap_Total Student Count
2020,MOFFAT COUNTY RE:NO 1,17,6,14,512,1579,0,47,0.274,14,0.4284,2005,0.846,0.863,0.852,0.839,0.852,0.875,19.85285714,0,0,0,0,0,0,0,0,0,3,0,3,105,26,131,0,0,0,0,0,0,134,133.7,45943.13,0,0,0,0,0,0,0,0,0,0
2020,MOFFAT COUNTY RE:NO 1,17,6,14,512,1579,0,47,0.274,14,0.4284,2005,0.846,0.863,0.852,0.839,0.852,0.875,19.85285714,0,0,0,0,0,0,0,0,0,3,0,3,105,26,131,0,0,0,0,0,0,134,133.7,45943.13,0,0,0,0,0,0,0,0,0,0
2035,MONTEZUMA-CORTEZ RE-1,729,8,11,563,1363,4,109,0.5109,14,0.6068,2678,0.549,0.569,0.526,0.571,0.557,0.582,38.37181818,6,0,6,0,0,0,0,0,0,8,2,10,114,41,155,0,0,0,0,0,0,171,168.6,41976.79,5,0,0,13,29,0,4,18,33,51
2035,MONTEZUMA-CORTEZ RE-1,729,8,11,563,1363,4,109,0.5109,14,0.6068,2678,0.549,0.569,0.526,0.571,0.557,0.582,38.37181818,6,0,6,0,0,0,0,0,0,8,2,10,114,41,155,0,0,0,0,0,0,171,168.6,41976.79,5,0,0,13,29,0,4,18,33,51
2055,DOLORES RE-4A,27,2,2,99,652,1,13,0.1809,14,0.4542,731,0.864,0.864,0.95,0.792,0.95,0.792,13.91666667,0,0,0,0,0,0,0,0,0,4,0,4,35,14,49,0,0,0,0,0,0,53,52.4,36431.58,0,0,0,0,0,0,0,0,0,0
2055,DOLORES RE-4A,27,2,2,99,652,1,13,0.1809,14,0.4542,731,0.864,0.864,0.95,0.792,0.95,0.792,13.91666667,0,0,0,0,0,0,0,0,0,4,0,4,35,14,49,0,0,0,0,0,0,53,52.4,36431.58,0,0,0,0,0,0,0,0,0,0
2070,MANCOS RE-6,41,2,2,81,312,2,15,0.3143,14,0.5788,425,0.852,0.926,0.846,0.857,0.846,1,13.03,0,0,0,0,0,0,0,0,0,0,0,0,27,8,35,0,0,0,0,0,0,35,35,34118.96,0,0,0,0,0,0,0,0,0,0
2070,MANCOS RE-6,41,2,2,81,312,2,15,0.3143,14,0.5788,425,0.852,0.926,0.846,0.857,0.846,1,13.03,0,0,0,0,0,0,0,0,0,0,0,0,27,8,35,0,0,0,0,0,0,35,35,34118.96,0,0,0,0,0,0,0,0,0,0
2180,MONTROSE COUNTY RE-1J,35,45,19,2400,3436,2,150,0.4355,14,0.5077,5812,0.757,0.773,0.856,0.664,0.86,0.692,16.73533333,1,1,2,2,0,2,0,0,0,13,5,18,249,101,350,0,0,0,0,0,0,372,367.8,44100.46,0,2,0,20,75,0,4,33,68,101
2180,MONTROSE COUNTY RE-1J,35,45,19,2400,3436,2,150,0.4355,14,0.5077,5812,0.757,0.773,0.856,0.664,0.86,0.692,16.73533333,1,1,2,2,0,2,0,0,0,13,5,18,249,101,350,0,0,0,0,0,0,372,367.8,44100.46,0,2,0,20,75,0,4,33,68,101
2190,WEST END RE-2,5,0,6,23,238,0,2,0.1314,14,0.569,239,0.727,0.818,0.667,0.8,0.833,0.8,11.34333333,0,0,0,0,0,0,0,0,0,1,0,1,17,7,24,0,0,0,0,0,0,25,24.6,34305.88,0,0,0,0,0,0,0,0,0,0
2190,WEST END RE-2,5,0,6,23,238,0,2,0.1314,14,0.569,239,0.727,0.818,0.667,0.8,0.833,0.8,11.34333333,0,0,0,0,0,0,0,0,0,1,0,1,17,7,24,0,0,0,0,0,0,25,24.6,34305.88,0,0,0,0,0,0,0,0,0,0
2395,BRUSH RE-2(J),5,4,7,768,708,1,25,0.5336,14,0.5755,1437,0.85,0.916,0.842,0.86,0.912,0.92,16.705,0,0,0,1,0,1,1,0,1,10,4,14,57,19,76,0,0,0,0,0,0,92,88.6,37151.16,0,0,0,9,31,0,2,11,31,42
2395,BRUSH RE-2(J),5,4,7,768,708,1,25,0.5336,14,0.5755,1437,0.85,0.916,0.842,0.86,0.912,0.92,16.705,0,0,0,1,0,1,1,0,1,10,4,14,57,19,76,0,0,0,0,0,0,92,88.6,37151.16,0,0,0,9,31,0,2,11,31,42
2405,FORT MORGAN RE-3,16,13,133,1964,1051,0,23,0.6716,14,0.6811,2970,0.707,0.742,0.697,0.717,0.706,0.775,15.0425,0,0,0,0,1,1,0,0,0,9,1,10,141,49,190,0,0,0,0,0,0,201,205.2,38234.21,0,0,0,0,0,0,0,0,0,0
2405,FORT MORGAN RE-3,16,13,133,1964,1051,0,23,0.6716,14,0.6811,2970,0.707,0.742,0.697,0.717,0.706,0.775,15.0425,0,0,0,0,1,1,0,0,0,9,1,10,141,49,190,0,0,0,0,0,0,201,205.2,38234.21,0,0,0,0,0,0,0,0,0,0
2505,WELDON VALLEY RE-20(J),0,1,0,38,202,0,3,0.1721,14,0.3134,217,0.917,0.917,1,0.875,1,0.875,14.61,0,0,0,0,0,0,0,0,0,0,0,0,12,4,16,0,0,0,1,0,1,17,16.2,34761.61,0,0,0,0,0,0,0,0,0,0
2505,WELDON VALLEY RE-20(J),0,1,0,38,202,0,3,0.1721,14,0.3134,217,0.917,0.917,1,0.875,1,0.875,14.61,0,0,0,0,0,0,0,0,0,0,0,0,12,4,16,0,0,0,1,0,1,17,16.2,34761.61,0,0,0,0,0,0,0,0,0,0
2515,WIGGINS RE-50(J),7,2,2,147,396,0,21,0.3113,14,0.4874,517,0.971,0.971,0.929,1,0.929,1,17.37,0,0,0,0,0,0,0,0,0,0,1,1,19,12,31,0,0,0,0,0,0,32,32.2,37459.82,0,0,0,0,0,0,0,0,0,0
2515,WIGGINS RE-50(J),7,2,2,147,396,0,21,0.3113,14,0.4874,517,0.971,0.971,0.929,1,0.929,1,17.37,0,0,0,0,0,0,0,0,0,0,1,1,19,12,31,0,0,0,0,0,0,32,32.2,37459.82,0,0,0,0,0,0,0,0,0,0
2520,EAST OTERO R-1,7,4,8,867,408,2,13,0.6883,14,0.7433,1309,0.76,0.792,0.771,0.75,0.833,0.75,16.76666667,0,0,0,0,0,0,0,0,0,10,0,10,56,14,70,0,0,0,0,1,1,81,76.1,37847.39,0,0,0,13,16,0,1,12,18,30
2520,EAST OTERO R-1,7,4,8,867,408,2,13,0.6883,14,0.7433,1309,0.76,0.792,0.771,0.75,0.833,0.75,16.76666667,0,0,0,0,0,0,0,0,0,10,0,10,56,14,70,0,0,0,0,1,1,81,76.1,37847.39,0,0,0,13,16,0,1,12,18,30
2530,ROCKY FORD R-2,7,4,3,595,198,0,2,0.7553,14,0.7985,779,0.784,0.804,0.821,0.739,0.857,0.739,13.48666667,0,0,0,0,0,0,0,0,0,10,4,14,32,12,44,0,0,0,3,0,3,61,59.3,35714.24,0,0,0,0,0,0,0,0,0,0
2530,ROCKY FORD R-2,7,4,3,595,198,0,2,0.7553,14,0.7985,779,0.784,0.804,0.821,0.739,0.857,0.739,13.48666667,0,0,0,0,0,0,0,0,0,10,4,14,32,12,44,0,0,0,3,0,3,61,59.3,35714.24,0,0,0,0,0,0,0,0,0,0
2535,MANZANOLA 3J,0,0,1,94,51,0,1,0.6531,14,0.7234,141,0.944,0.944,1,0.909,1,0.909,8.47,0,0,0,0,0,0,0,0,0,1,1,2,12,5,17,0,0,0,0,0,0,19,17.5,33333.31,0,0,0,0,0,0,0,0,0,0
2535,MANZANOLA 3J,0,0,1,94,51,0,1,0.6531,14,0.7234,141,0.944,0.944,1,0.909,1,0.909,8.47,0,0,0,0,0,0,0,0,0,1,1,2,12,5,17,0,0,0,0,0,0,19,17.5,33333.31,0,0,0,0,0,0,0,0,0,0
2540,FOWLER R-4J,1,0,1,95,299,0,6,0.2562,14,0.5398,402,0.909,0.939,0.933,0.889,1,0.889,11.95,0,0,0,0,0,0,0,0,0,2,2,4,19,11,30,0,0,0,1,0,1,35,34.3,35446.29,0,0,0,0,0,0,0,0,0,0
2540,FOWLER R-4J,1,0,1,95,299,0,6,0.2562,14,0.5398,402,0.909,0.939,0.933,0.889,1,0.889,11.95,0,0,0,0,0,0,0,0,0,2,2,4,19,11,30,0,0,0,1,0,1,35,34.3,35446.29,0,0,0,0,0,0,0,0,0,0
2560,CHERAW 31,2,1,0,57,168,0,1,0.2664,14,0.6179,212,0.889,0.889,1,0.833,1,0.833,13.01,0,0,0,0,0,0,0,0,0,0,1,1,16,0,16,0,0,0,0,0,0,17,17.2,34566.51,0,0,0,0,0,0,0,0,0,0
2560,CHERAW 31,2,1,0,57,168,0,1,0.2664,14,0.6179,212,0.889,0.889,1,0.833,1,0.833,13.01,0,0,0,0,0,0,0,0,0,0,1,1,16,0,16,0,0,0,0,0,0,17,17.2,34566.51,0,0,0,0,0,0,0,0,0,0
2570,SWINK 33,1,20,5,67,253,0,5,0.2792,14,0.433,351,0.962,1,0.889,1,1,1,12.02,0,0,0,0,1,1,0,1,1,1,1,2,23,4,27,0,0,0,0,0,0,31,29.2,38820.88,0,0,0,0,0,0,0,0,0,0
2570,SWINK 33,1,20,5,67,253,0,5,0.2792,14,0.433,351,0.962,1,0.889,1,1,1,12.02,0,0,0,0,1,1,0,1,1,1,1,2,23,4,27,0,0,0,0,0,0,31,29.2,38820.88,0,0,0,0,0,0,0,0,0,0
2580,OURAY R-1,1,2,1,20,162,0,5,0.1518,14,0.3708,178,0.938,1,1,0.889,1,1,6.57,0,0,0,0,0,0,0,0,0,0,0,0,22,5,27,0,0,0,0,0,0,27,29.1,35727.2,0,0,0,0,11,0,0,6,5,11
2580,OURAY R-1,1,2,1,20,162,0,5,0.1518,14,0.3708,178,0.938,1,1,0.889,1,1,6.57,0,0,0,0,0,0,0,0,0,0,0,0,22,5,27,0,0,0,0,0,0,27,29.1,35727.2,0,0,0,0,11,0,0,6,5,11
2590,RIDGWAY R-2,0,8,0,31,300,0,17,0.1573,14,0.3175,337,0.8,0.8,0.909,0.714,0.909,0.714,11.50666667,0,0,0,0,0,0,0,0,0,0,0,0,22,10,32,0,0,0,0,0,0,32,31.2,37991.63,0,0,0,0,0,0,0,0,0,0
2590,RIDGWAY R-2,0,8,0,31,300,0,17,0.1573,14,0.3175,337,0.8,0.8,0.909,0.714,0.909,0.714,11.50666667,0,0,0,0,0,0,0,0,0,0,0,0,22,10,32,0,0,0,0,0,0,32,31.2,37991.63,0,0,0,0,0,0,0,0,0,0
2600,PLATTE CANYON 1,9,12,7,108,846,0,35,0.1681,14,0.3026,945,0.863,0.904,0.933,0.814,0.967,0.86,15.59666667,1,0,1,0,1,1,0,0,0,0,1,1,51,14,65,0,0,0,0,0,0,68,64.9,44097.7,0,0,0,8,55,0,3,36,30,66
2600,PLATTE CANYON 1,9,12,7,108,846,0,35,0.1681,14,0.3026,945,0.863,0.904,0.933,0.814,0.967,0.86,15.59666667,1,0,1,0,1,1,0,0,0,0,1,1,51,14,65,0,0,0,0,0,0,68,64.9,44097.7,0,0,0,8,55,0,3,36,30,66
2610,PARK COUNTY RE-2,2,7,1,82,534,0,25,0.1797,14,0.5229,568,0.889,0.926,1,0.842,1,0.895,14.34,1,0,1,0,0,0,0,0,0,1,0,1,35,8,43,0,0,0,0,0,0,45,45.6,35723.33,0,0,0,0,0,0,0,0,0,0
2610,PARK COUNTY RE-2,2,7,1,82,534,0,25,0.1797,14,0.5229,568,0.889,0.926,1,0.842,1,0.895,14.34,1,0,1,0,0,0,0,0,0,1,0,1,35,8,43,0,0,0,0,0,0,45,45.6,35723.33,0,0,0,0,0,0,0,0,0,0
2620,HOLYOKE RE-1J,0,0,2,271,313,0,7,0.4722,14,0.4739,593,0.829,0.829,0.905,0.75,0.905,0.75,14.86,0,0,0,0,0,0,0,0,0,2,0,2,29,13,42,0,0,0,1,0,1,45,44.9,34700.21,0,0,0,1,13,0,1,10,5,15
2620,HOLYOKE RE-1J,0,0,2,271,313,0,7,0.4722,14,0.4739,593,0.829,0.829,0.905,0.75,0.905,0.75,14.86,0,0,0,0,0,0,0,0,0,2,0,2,29,13,42,0,0,0,1,0,1,45,44.9,34700.21,0,0,0,1,13,0,1,10,5,15
2630,HAXTUN RE-2J,0,0,0,31,296,0,3,0.103,14,0.3255,298,0.923,0.923,0.929,0.917,0.929,0.917,12.495,0,0,0,0,0,0,0,0,0,0,0,0,18,8,26,0,0,0,0,0,0,26,25.8,35175.79,0,0,0,0,0,0,0,0,0,0
2630,HAXTUN RE-2J,0,0,0,31,296,0,3,0.103,14,0.3255,298,0.923,0.923,0.929,0.917,0.929,0.917,12.495,0,0,0,0,0,0,0,0,0,0,0,0,18,8,26,0,0,0,0,0,0,26,25.8,35175.79,0,0,0,0,0,0,0,0,0,0
2640,ASPEN 1,5,29,13,192,1506,1,10,0.1424,14,0.0523,1703,0.993,0.993,1,0.987,1,0.987,22.34,0,0,0,0,0,0,1,0,1,0,1,1,97,45,142,0,0,0,0,0,0,144,136.6,53700.96,0,0,0,0,0,0,0,0,0,0
2640,ASPEN 1,5,29,13,192,1506,1,10,0.1424,14,0.0523,1703,0.993,0.993,1,0.987,1,0.987,22.34,0,0,0,0,0,0,1,0,1,0,1,1,97,45,142,0,0,0,0,0,0,144,136.6,53700.96,0,0,0,0,0,0,0,0,0,0
2650,GRANADA RE-1,0,0,0,146,56,0,0,0.7228,14,0.6117,188,0.846,0.846,0.75,1,0.75,1,10.045,0,0,0,0,0,0,0,0,0,2,2,4,13,4,17,0,0,0,0,0,0,21,20.2,34314.96,0,0,0,0,0,0,0,0,0,0
2650,GRANADA RE-1,0,0,0,146,56,0,0,0.7228,14,0.6117,188,0.846,0.846,0.75,1,0.75,1,10.045,0,0,0,0,0,0,0,0,0,2,2,4,13,4,17,0,0,0,0,0,0,21,20.2,34314.96,0,0,0,0,0,0,0,0,0,0
2660,LAMAR RE-2,13,5,10,901,648,0,29,0.5965,14,0.6653,1488,0.722,0.732,0.704,0.744,0.704,0.767,18.12,0,0,0,0,0,0,0,0,0,8,3,11,68,25,93,0,0,0,1,1,2,106,102.8,39601.96,0,0,0,0,1,0,0,0,1,1
2660,LAMAR RE-2,13,5,10,901,648,0,29,0.5965,14,0.6653,1488,0.722,0.732,0.704,0.744,0.704,0.767,18.12,0,0,0,0,0,0,0,0,0,8,3,11,68,25,93,0,0,0,1,1,2,106,102.8,39601.96,0,0,0,0,1,0,0,0,1,1
2670,HOLLY RE-3,5,1,0,169,125,0,2,0.5861,14,0.7409,274,0.895,0.947,1,0.857,1,0.929,12.15,0,0,0,0,0,0,0,0,0,0,0,0,19,5,24,0,0,0,0,0,0,24,24.3,33275.02,0,0,0,0,0,0,0,0,0,0
2670,HOLLY RE-3,5,1,0,169,125,0,2,0.5861,14,0.7409,274,0.895,0.947,1,0.857,1,0.929,12.15,0,0,0,0,0,0,0,0,0,0,0,0,19,5,24,0,0,0,0,0,0,24,24.3,33275.02,0,0,0,0,0,0,0,0,0,0
2680,WILEY RE-13 JT,1,0,0,58,184,0,7,0.264,14,0.5439,228,0.615,0.615,0.6,0.625,0.6,0.625,8.835,0,0,0,0,0,0,0,0,0,3,0,3,15,5,20,0,0,0,0,0,0,23,28.8,25171.35,0,0,0,9,40,0,2,18,33,51
2680,WILEY RE-13 JT,1,0,0,58,184,0,7,0.264,14,0.5439,228,0.615,0.615,0.6,0.625,0.6,0.625,8.835,0,0,0,0,0,0,0,0,0,3,0,3,15,5,20,0,0,0,0,0,0,23,28.8,25171.35,0,0,0,9,40,0,2,18,33,51
2690,PUEBLO CITY 60,92,107,342,12583,4608,19,209,0.7434,14,0.7186,16969,0.719,0.734,0.768,0.671,0.78,0.688,17.97272727,6,2,8,5,3,8,8,6,14,194,70,264,546,160,706,1,0,1,4,2,6,"1,007",1023.7,45682.4,0,0,0,0,0,0,0,0,0,0
2690,PUEBLO CITY 60,92,107,342,12583,4608,19,209,0.7434,14,0.7186,16969,0.719,0.734,0.768,0.671,0.78,0.688,17.97272727,6,2,8,5,3,8,8,6,14,194,70,264,546,160,706,1,0,1,4,2,6,"1,007",1023.7,45682.4,0,0,0,0,0,0,0,0,0,0
2700,PUEBLO COUNTY 70,45,76,68,3197,5592,8,324,0.3994,14,0.4621,9035,0.833,0.849,0.901,0.773,0.921,0.785,18.65916667,0,0,0,1,0,1,2,1,3,50,15,65,329,102,431,0,1,1,0,0,0,501,498.2,44264.01,0,9,0,105,216,0,6,134,202,336
2700,PUEBLO COUNTY 70,45,76,68,3197,5592,8,324,0.3994,14,0.4621,9035,0.833,0.849,0.901,0.773,0.921,0.785,18.65916667,0,0,0,1,0,1,2,1,3,50,15,65,329,102,431,0,1,1,0,0,0,501,498.2,44264.01,0,9,0,105,216,0,6,134,202,336
2710,MEEKER RE1,5,1,1,118,568,1,3,0.1851,14,0.3558,638,0.948,0.966,0.969,0.923,0.969,0.962,15.83,0,0,0,0,0,0,0,0,0,0,0,0,30,11,41,0,0,0,0,0,0,41,38.9,42850.95,0,0,0,0,0,0,0,0,0,0
2710,MEEKER RE1,5,1,1,118,568,1,3,0.1851,14,0.3558,638,0.948,0.966,0.969,0.923,0.969,0.962,15.83,0,0,0,0,0,0,0,0,0,0,0,0,30,11,41,0,0,0,0,0,0,41,38.9,42850.95,0,0,0,0,0,0,0,0,0,0
2720,RANGELY RE-4,5,0,0,47,486,0,4,0.1033,14,0.3757,503,0.926,0.926,0.923,0.929,0.923,0.929,14.495,0,0,0,0,0,0,0,0,0,0,0,0,20,14,34,0,0,0,0,0,0,34,32.7,38431.67,0,0,0,0,0,0,0,0,0,0
2720,RANGELY RE-4,5,0,0,47,486,0,4,0.1033,14,0.3757,503,0.926,0.926,0.923,0.929,0.923,0.929,14.495,0,0,0,0,0,0,0,0,0,0,0,0,20,14,34,0,0,0,0,0,0,34,32.7,38431.67,0,0,0,0,0,0,0,0,0,0
2730,DEL NORTE C-7,0,0,0,242,168,0,7,0.5971,14,0.6211,417,0.833,0.833,0.857,0.8,0.857,0.8,10.65666667,0,0,0,0,0,0,0,0,0,5,6,11,13,12,25,0,0,0,0,0,0,36,39.2,31078.17,0,0,0,0,0,0,0,0,0,0
2730,DEL NORTE C-7,0,0,0,242,168,0,7,0.5971,14,0.6211,417,0.833,0.833,0.857,0.8,0.857,0.8,10.65666667,0,0,0,0,0,0,0,0,0,5,6,11,13,12,25,0,0,0,0,0,0,36,39.2,31078.17,0,0,0,0,0,0,0,0,0,0
2740,MONTE VISTA C-8,14,3,4,786,313,0,10,0.723,14,0.7159,1070,0.762,0.838,0.761,0.763,0.87,0.814,17.08333333,0,0,0,0,0,0,0,0,0,14,6,20,39,14,53,0,0,0,0,0,0,73,74,37644.05,0,0,1,45,33,0,0,29,50,79
2740,MONTE VISTA C-8,14,3,4,786,313,0,10,0.723,14,0.7159,1070,0.762,0.838,0.761,0.763,0.87,0.814,17.08333333,0,0,0,0,0,0,0,0,0,14,6,20,39,14,53,0,0,0,0,0,0,73,74,37644.05,0,0,1,45,33,0,0,29,50,79
2750,SARGENT RE-33J,4,4,1,110,297,0,8,0.2995,14,0.3774,424,1,1,1,1,1,1,13.06,0,0,0,1,0,1,0,0,0,0,0,0,23,10,33,0,0,0,0,0,0,34,32.5,35095.2,0,0,0,0,2,0,0,0,2,2
2750,SARGENT RE-33J,4,4,1,110,297,0,8,0.2995,14,0.3774,424,1,1,1,1,1,1,13.06,0,0,0,1,0,1,0,0,0,0,0,0,23,10,33,0,0,0,0,0,0,34,32.5,35095.2,0,0,0,0,2,0,0,0,2,2
2760,HAYDEN RE-1,0,1,5,43,364,1,0,0.1208,14,0.413,385,0.964,0.964,1,0.938,1,0.938,10.62333333,0,0,0,0,0,0,0,0,0,0,0,0,29,9,38,0,0,0,0,0,0,38,38,47108.95,0,0,4,3,23,0,0,12,18,30
2760,HAYDEN RE-1,0,1,5,43,364,1,0,0.1208,14,0.413,385,0.964,0.964,1,0.938,1,0.938,10.62333333,0,0,0,0,0,0,0,0,0,0,0,0,29,9,38,0,0,0,0,0,0,38,38,47108.95,0,0,4,3,23,0,0,12,18,30
2770,STEAMBOAT SPRINGS RE-2,6,36,12,277,2084,9,44,0.1556,14,0.1673,2468,0.911,0.939,0.958,0.855,0.958,0.916,13.78333333,0,0,0,2,0,2,0,0,0,0,0,0,136,29,165,0,0,0,0,0,0,167,165.3,48389.92,1,8,0,6,279,0,10,163,141,304
2770,STEAMBOAT SPRINGS RE-2,6,36,12,277,2084,9,44,0.1556,14,0.1673,2468,0.911,0.939,0.958,0.855,0.958,0.916,13.78333333,0,0,0,2,0,2,0,0,0,0,0,0,136,29,165,0,0,0,0,0,0,167,165.3,48389.92,1,8,0,6,279,0,10,163,141,304
2780,SOUTH ROUTT RE 3,2,2,2,28,352,1,4,0.0997,14,0.3869,367,0.818,0.864,0.625,0.929,0.625,1,13.58,0,0,0,0,0,0,0,0,0,0,0,0,24,11,35,0,0,0,0,0,0,35,34.2,38600.02,0,0,0,0,2,0,0,1,1,2
2780,SOUTH ROUTT RE 3,2,2,2,28,352,1,4,0.0997,14,0.3869,367,0.818,0.864,0.625,0.929,0.625,1,13.58,0,0,0,0,0,0,0,0,0,0,0,0,24,11,35,0,0,0,0,0,0,35,34.2,38600.02,0,0,0,0,2,0,0,1,1,2
2790,MOUNTAIN VALLEY RE 1,0,1,0,37,95,0,5,0.3116,14,0.6905,126,0.778,0.778,0.75,0.8,0.75,0.8,8.823333333,0,0,0,1,0,1,0,0,0,1,0,1,11,3,14,0,0,0,0,0,0,16,16,29914.4,0,0,0,0,0,0,0,0,0,0
2790,MOUNTAIN VALLEY RE 1,0,1,0,37,95,0,5,0.3116,14,0.6905,126,0.778,0.778,0.75,0.8,0.75,0.8,8.823333333,0,0,0,1,0,1,0,0,0,1,0,1,11,3,14,0,0,0,0,0,0,16,16,29914.4,0,0,0,0,0,0,0,0,0,0
2800,MOFFAT 2,2,6,3,14,156,2,13,0.2041,14,0.8167,180,0.909,0.909,0.833,1,0.833,1,8.54,0,0,0,0,0,0,0,0,0,0,0,0,10,11,21,0,0,0,0,0,0,21,23.7,28711.62,0,0,0,0,0,0,0,0,0,0
2800,MOFFAT 2,2,6,3,14,156,2,13,0.2041,14,0.8167,180,0.909,0.909,0.833,1,0.833,1,8.54,0,0,0,0,0,0,0,0,0,0,0,0,10,11,21,0,0,0,0,0,0,21,23.7,28711.62,0,0,0,0,0,0,0,0,0,0
2810,CENTER 26 JT,10,0,1,581,53,0,4,0.9183,14,0.9262,610,0.744,0.744,0.667,0.786,0.667,0.786,19.456,0,0,0,0,0,0,0,1,1,9,5,14,19,12,31,0,0,0,0,0,0,46,44.8,36593.22,0,0,0,0,0,0,0,0,0,0
2810,CENTER 26 JT,10,0,1,581,53,0,4,0.9183,14,0.9262,610,0.744,0.744,0.667,0.786,0.667,0.786,19.456,0,0,0,0,0,0,0,1,1,9,5,14,19,12,31,0,0,0,0,0,0,46,44.8,36593.22,0,0,0,0,0,0,0,0,0,0
2820,SILVERTON 1,0,0,0,21,41,0,0,0.3387,14,0.5645,62,0.8,0.8,0,0.8,0,0.8,4.813333333,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,0,0,0,0,0,0,11,12.5,27912.69,0,0,0,0,0,0,0,0,0,0
2820,SILVERTON 1,0,0,0,21,41,0,0,0.3387,14,0.5645,62,0.8,0.8,0,0.8,0,0.8,4.813333333,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,0,0,0,0,0,0,11,12.5,27912.69,0,0,0,0,0,0,0,0,0,0
2830,TELLURIDE R-1,5,5,3,150,715,0,20,0.2038,14,0.2394,873,0.938,0.969,0.939,0.935,0.97,0.968,13.00333333,0,0,0,0,0,0,0,0,0,1,1,2,62,13,75,0,0,0,0,0,0,77,70.2,51178.1,0,5,0,27,185,0,2,96,123,219
2830,TELLURIDE R-1,5,5,3,150,715,0,20,0.2038,14,0.2394,873,0.938,0.969,0.939,0.935,0.97,0.968,13.00333333,0,0,0,0,0,0,0,0,0,1,1,2,62,13,75,0,0,0,0,0,0,77,70.2,51178.1,0,5,0,27,185,0,2,96,123,219
2840,NORWOOD R-2J,10,3,2,15,250,0,7,0.1289,14,0.4701,268,0.929,0.929,0.8,1,0.8,1,13.2,0,0,0,1,0,1,0,0,0,0,0,0,22,4,26,0,0,0,0,0,0,27,21.6,41374.22,0,0,0,0,0,0,0,0,0,0
2840,NORWOOD R-2J,10,3,2,15,250,0,7,0.1289,14,0.4701,268,0.929,0.929,0.8,1,0.8,1,13.2,0,0,0,1,0,1,0,0,0,0,0,0,22,4,26,0,0,0,0,0,0,27,21.6,41374.22,0,0,0,0,0,0,0,0,0,0
2862,JULESBURG RE-1,6,7,25,163,587,0,6,0.2607,14,0.4256,766,0.21,0.288,0.216,0.203,0.322,0.25,18.86666667,0,0,0,0,0,0,0,0,0,0,0,0,31,11,42,0,0,0,0,0,0,42,37.5,42977.04,0,0,0,0,0,0,0,0,0,0
2862,JULESBURG RE-1,6,7,25,163,587,0,6,0.2607,14,0.4256,766,0.21,0.288,0.216,0.203,0.322,0.25,18.86666667,0,0,0,0,0,0,0,0,0,0,0,0,31,11,42,0,0,0,0,0,0,42,37.5,42977.04,0,0,0,0,0,0,0,0,0,0
3000,SUMMIT RE-1,9,28,16,1140,2053,2,97,0.3862,14,0.3363,3194,0.896,0.917,0.94,0.862,0.952,0.89,12.803,1,0,1,0,0,0,0,0,0,10,3,13,168,42,210,0,0,0,0,0,0,224,205.2,53924.65,0,1,0,13,77,0,4,37,58,95
3000,SUMMIT RE-1,9,28,16,1140,2053,2,97,0.3862,14,0.3363,3194,0.896,0.917,0.94,0.862,0.952,0.89,12.803,1,0,1,0,0,0,0,0,0,10,3,13,168,42,210,0,0,0,0,0,0,224,205.2,53924.65,0,1,0,13,77,0,4,37,58,95
3010,CRIPPLE CREEK-VICTOR RE-1,8,0,7,40,320,7,2,0.1667,14,0.5833,324,0.593,0.778,0.786,0.385,0.929,0.615,13.395,0,0,0,0,0,0,0,0,0,0,0,0,24,5,29,0,0,0,0,0,0,29,29.1,35415.32,0,0,0,0,0,0,0,0,0,0
3010,CRIPPLE CREEK-VICTOR RE-1,8,0,7,40,320,7,2,0.1667,14,0.5833,324,0.593,0.778,0.786,0.385,0.929,0.615,13.395,0,0,0,0,0,0,0,0,0,0,0,0,24,5,29,0,0,0,0,0,0,29,29.1,35415.32,0,0,0,0,0,0,0,0,0,0
3020,WOODLAND PARK RE-2,19,19,19,205,2118,4,111,0.1511,14,0.3333,2379,0.755,0.811,0.807,0.71,0.835,0.79,17.298,0,0,0,0,0,0,0,0,0,0,2,2,106,36,142,0,0,0,0,0,0,144,144,40211.85,0,2,0,15,201,0,9,102,125,227
3020,WOODLAND PARK RE-2,19,19,19,205,2118,4,111,0.1511,14,0.3333,2379,0.755,0.811,0.807,0.71,0.835,0.79,17.298,0,0,0,0,0,0,0,0,0,0,2,2,106,36,142,0,0,0,0,0,0,144,144,40211.85,0,2,0,15,201,0,9,102,125,227
